,NoOfCpus,Memory,IoRateLimits(mb/sec),FileSize,IoSize,NoOfThreads,ThreadMemory,ResponseTime(msec/op)
1096,4,8,194,1073741824,132,14,204800,13.847999999999999
1097,4,8,194,1073741824,132,14,9437184,12.852
1098,4,8,194,1073741824,132,39,204800,34.775
1099,4,8,194,1073741824,132,39,9437184,35.795
1100,4,8,194,1073741824,132,64,204800,51.028
1101,4,8,194,1073741824,132,64,9437184,55.266000000000005
1102,4,8,194,1073741824,132,88,204800,100.478
1103,4,8,194,1073741824,132,88,9437184,71.586
1104,4,8,317,10485760,20,14,204800,1.524
1105,4,8,317,10485760,20,14,9437184,1.476
1106,4,8,317,10485760,20,39,204800,4.02
1107,4,8,317,10485760,20,39,9437184,4.015
1108,4,8,317,10485760,20,64,204800,6.44
1109,4,8,317,10485760,20,64,9437184,6.553
1110,4,8,317,10485760,20,88,204800,8.836
1111,4,8,317,10485760,20,88,9437184,8.855
1112,4,8,317,10485760,58,14,204800,3.5869999999999997
1113,4,8,317,10485760,58,14,9437184,3.6460000000000004
1114,4,8,317,10485760,58,39,204800,10.006
1115,4,8,317,10485760,58,39,9437184,10.093
1116,4,8,317,10485760,58,64,204800,16.387
1117,4,8,317,10485760,58,64,9437184,16.241
1118,4,8,317,10485760,58,88,204800,22.19
1119,4,8,317,10485760,58,88,9437184,20.93
1120,4,8,317,10485760,95,14,204800,5.352
1121,4,8,317,10485760,95,14,9437184,5.449
1122,4,8,317,10485760,95,39,204800,14.82
1123,4,8,317,10485760,95,39,9437184,14.995999999999999
1124,4,8,317,10485760,95,64,204800,22.566999999999997
1125,4,8,317,10485760,95,64,9437184,22.886
1126,4,8,317,10485760,95,88,204800,28.962
1127,4,8,317,10485760,95,88,9437184,30.801
1128,4,8,317,10485760,132,14,204800,7.417000000000001
1129,4,8,317,10485760,132,14,9437184,7.497999999999999
1130,4,8,317,10485760,132,39,204800,19.354
1131,4,8,317,10485760,132,39,9437184,20.02
1132,4,8,317,10485760,132,64,204800,31.384
1133,4,8,317,10485760,132,64,9437184,31.086
1134,4,8,317,10485760,132,88,204800,38.437
1135,4,8,317,10485760,132,88,9437184,42.463
1136,4,8,317,1073741824,20,14,204800,2.178
1137,4,8,317,1073741824,20,14,9437184,2.17
1138,4,8,317,1073741824,20,39,204800,5.688
1139,4,8,317,1073741824,20,39,9437184,5.947
1140,4,8,317,1073741824,20,64,204800,9.526
1141,4,8,317,1073741824,20,64,9437184,9.907
1142,4,8,317,1073741824,20,88,204800,13.777000000000001
1143,4,8,317,1073741824,20,88,9437184,14.035
1144,4,8,317,1073741824,58,14,204800,5.647
1145,4,8,317,1073741824,58,14,9437184,5.67
1146,4,8,317,1073741824,58,39,204800,15.642000000000001
1147,4,8,317,1073741824,58,39,9437184,14.800999999999998
1148,4,8,317,1073741824,58,64,204800,24.945
1149,4,8,317,1073741824,58,64,9437184,25.61
1150,4,8,317,1073741824,58,88,204800,31.226
1151,4,8,317,1073741824,58,88,9437184,34.409
1152,4,8,317,1073741824,95,14,204800,8.855
1153,4,8,317,1073741824,95,14,9437184,9.627
1154,4,8,317,1073741824,95,39,204800,23.969
1155,4,8,317,1073741824,95,39,9437184,24.053
1156,4,8,317,1073741824,95,64,204800,38.48
1157,4,8,317,1073741824,95,64,9437184,39.79
1158,4,8,317,1073741824,95,88,204800,50.083
1159,4,8,317,1073741824,95,88,9437184,51.375
1160,4,8,317,1073741824,132,14,204800,12.204
1161,4,8,317,1073741824,132,14,9437184,13.005
1162,4,8,317,1073741824,132,39,204800,32.702
1163,4,8,317,1073741824,132,39,9437184,35.292
1164,4,8,317,1073741824,132,64,204800,50.766000000000005
1165,4,8,317,1073741824,132,64,9437184,50.318999999999996
1166,4,8,317,1073741824,132,88,204800,62.202
1167,4,8,317,1073741824,132,88,9437184,64.563
1168,4,8,439,10485760,20,14,204800,1.535
1169,4,8,439,10485760,20,14,9437184,1.456
1170,4,8,439,10485760,20,39,204800,4.0169999999999995
1171,4,8,439,10485760,20,39,9437184,3.9989999999999997
1172,4,8,439,10485760,20,64,204800,6.681
1173,4,8,439,10485760,20,64,9437184,6.428999999999999
1174,4,8,439,10485760,20,88,204800,9.05
1175,4,8,439,10485760,20,88,9437184,8.854
1176,4,8,439,10485760,58,14,204800,3.6260000000000003
1177,4,8,439,10485760,58,14,9437184,3.575
1178,4,8,439,10485760,58,39,204800,9.872
1179,4,8,439,10485760,58,39,9437184,10.181000000000001
1180,4,8,439,10485760,58,64,204800,16.153
1181,4,8,439,10485760,58,64,9437184,16.31
1182,4,8,439,10485760,58,88,204800,22.304000000000002
1183,4,8,439,10485760,58,88,9437184,23.64
1184,4,8,439,10485760,95,14,204800,5.457000000000001
1185,4,8,439,10485760,95,14,9437184,5.417000000000001
1186,4,8,439,10485760,95,39,204800,15.327
1187,4,8,439,10485760,95,39,9437184,14.802
1188,4,8,439,10485760,95,64,204800,24.249000000000002
1189,4,8,439,10485760,95,64,9437184,22.9
1190,4,8,439,10485760,95,88,204800,30.365
1191,4,8,439,10485760,95,88,9437184,31.285
1192,4,8,439,10485760,132,14,204800,7.696000000000001
1193,4,8,439,10485760,132,14,9437184,8.839
1194,4,8,439,10485760,132,39,204800,19.141
1195,4,8,439,10485760,132,39,9437184,19.537
1196,4,8,439,10485760,132,64,204800,30.298000000000002
1197,4,8,439,10485760,132,64,9437184,31.035
1198,4,8,439,10485760,132,88,204800,40.938
1199,4,8,439,10485760,132,88,9437184,42.091
1200,4,8,439,1073741824,20,14,204800,2.166
1201,4,8,439,1073741824,20,14,9437184,2.114
1202,4,8,439,1073741824,20,39,204800,6.059
1203,4,8,439,1073741824,20,39,9437184,5.971
1204,4,8,439,1073741824,20,64,204800,10.019
1205,4,8,439,1073741824,20,64,9437184,9.578
1206,4,8,439,1073741824,20,88,204800,14.0
1207,4,8,439,1073741824,20,88,9437184,13.515
1208,4,8,439,1073741824,58,14,204800,5.667000000000001
1209,4,8,439,1073741824,58,14,9437184,5.97
1210,4,8,439,1073741824,58,39,204800,15.88
1211,4,8,439,1073741824,58,39,9437184,15.019
1212,4,8,439,1073741824,58,64,204800,24.771
1213,4,8,439,1073741824,58,64,9437184,23.839000000000002
1214,4,8,439,1073741824,58,88,204800,31.822
1215,4,8,439,1073741824,58,88,9437184,33.035
1216,4,8,439,1073741824,95,14,204800,8.925
1217,4,8,439,1073741824,95,14,9437184,8.721
1218,4,8,439,1073741824,95,39,204800,24.351
1219,4,8,439,1073741824,95,39,9437184,23.980999999999998
1220,4,8,439,1073741824,95,64,204800,43.782
1221,4,8,439,1073741824,95,64,9437184,37.262
1222,4,8,439,1073741824,95,88,204800,48.431999999999995
1223,4,8,439,1073741824,95,88,9437184,51.0
1224,4,8,439,1073741824,132,14,204800,12.413
1225,4,8,439,1073741824,132,14,9437184,12.235999999999999
1226,4,8,439,1073741824,132,39,204800,31.934
1227,4,8,439,1073741824,132,39,9437184,34.366
1228,4,8,439,1073741824,132,64,204800,55.449
1229,4,8,439,1073741824,132,64,9437184,51.961000000000006
1230,4,8,439,1073741824,132,88,204800,65.627
1231,4,8,439,1073741824,132,88,9437184,77.061
1232,4,8,72,10485760,20,14,204800,4.0889999999999995
1233,4,8,72,10485760,20,14,9437184,3.873
1234,4,8,72,10485760,20,39,204800,10.772
1235,4,8,72,10485760,20,39,9437184,10.775
1236,4,8,72,10485760,20,64,204800,17.366
1237,4,8,72,10485760,20,64,9437184,17.662
1238,4,8,72,10485760,20,88,204800,23.87
1239,4,8,72,10485760,20,88,9437184,24.264
1240,4,8,72,10485760,58,14,204800,10.975
1241,4,8,72,10485760,58,14,9437184,10.908
1242,4,8,72,10485760,58,39,204800,30.326999999999998
1243,4,8,72,10485760,58,39,9437184,28.561999999999998
1244,4,8,72,10485760,58,64,204800,43.271
1245,4,8,72,10485760,58,64,9437184,47.486000000000004
1246,4,8,72,10485760,58,88,204800,60.22
1247,4,8,72,10485760,58,88,9437184,59.055
1248,4,8,72,10485760,95,14,204800,17.532
1249,4,8,72,10485760,95,14,9437184,17.672
1250,4,8,72,10485760,95,39,204800,40.891
1251,4,8,72,10485760,95,39,9437184,49.096000000000004
1252,4,8,72,10485760,95,64,204800,67.322
1253,4,8,72,10485760,95,64,9437184,75.547
1254,4,8,72,10485760,95,88,204800,87.50299999999999
1255,4,8,72,10485760,95,88,9437184,89.931
1256,4,8,72,10485760,132,14,204800,24.629
1257,4,8,72,10485760,132,14,9437184,24.544
1258,4,8,72,10485760,132,39,204800,60.903
1259,4,8,72,10485760,132,39,9437184,60.972
1260,4,8,72,10485760,132,64,204800,104.72399999999999
1261,4,8,72,10485760,132,64,9437184,90.704
1262,4,8,72,10485760,132,88,204800,141.10299999999998
1263,4,8,72,10485760,132,88,9437184,136.308
1264,4,8,72,1073741824,20,14,204800,4.493
1265,4,8,72,1073741824,20,14,9437184,4.2330000000000005
1266,4,8,72,1073741824,20,39,204800,12.431
1267,4,8,72,1073741824,20,39,9437184,12.137
1268,4,8,72,1073741824,20,64,204800,19.609
1269,4,8,72,1073741824,20,64,9437184,20.697
1270,4,8,72,1073741824,20,88,204800,28.971999999999998
1271,4,8,72,1073741824,20,88,9437184,27.261999999999997
1272,4,8,72,1073741824,58,14,204800,12.448
1273,4,8,72,1073741824,58,14,9437184,12.157
1274,4,8,72,1073741824,58,39,204800,31.204
1275,4,8,72,1073741824,58,39,9437184,34.429
1276,4,8,72,1073741824,58,64,204800,52.72
1277,4,8,72,1073741824,58,64,9437184,54.55
1278,4,8,72,1073741824,58,88,204800,73.655
1279,4,8,72,1073741824,58,88,9437184,67.223
1280,4,8,72,1073741824,95,14,204800,20.269000000000002
1281,4,8,72,1073741824,95,14,9437184,20.186
1282,4,8,72,1073741824,95,39,204800,52.011
1283,4,8,72,1073741824,95,39,9437184,54.183
1284,4,8,72,1073741824,95,64,204800,80.488
1285,4,8,72,1073741824,95,64,9437184,76.528
1286,4,8,72,1073741824,95,88,204800,109.4
1287,4,8,72,1073741824,95,88,9437184,103.95700000000001
1288,4,8,72,1073741824,132,14,204800,29.668000000000003
1289,4,8,72,1073741824,132,14,9437184,28.651
1290,4,8,72,1073741824,132,39,204800,65.764
1291,4,8,72,1073741824,132,39,9437184,63.16
1292,4,8,72,1073741824,132,64,204800,101.66799999999999
1293,4,8,72,1073741824,132,64,9437184,111.23
1294,4,8,72,1073741824,132,88,204800,149.086
1295,4,8,72,1073741824,132,88,9437184,136.997
